endpoint_name,endpoint_value,chosen_option,chose_positive,valid_choice_mass,option_probabilities,kind,layer,site,token_index,timing_policy,strength,direction_name,direction_source,direction_norm,sample_id,group,condition,condition_notes,hidden_norm,diagnostic_probe_projection,relative_magnitude
forced_choice_positive_probability,0.3521774263748441, No,False,0.9871444401305627,"{' Yes': 0.3521774263748441, ' No': 0.6478225736251558}",add,30.0,block,-1,prefill_only,1.0,random_matched_norm,"random gaussian, unit norm (matched to probe by construction)",0.9999999999999999,pk000000,0a5854a70be89ac4,random_matched_norm,,45.933837890625,-0.08497682115020638,0.02177044300938106
forced_choice_positive_probability,0.36466840108928483, No,False,0.9874377238928149,"{' Yes': 0.36466840108928483, ' No': 0.6353315989107152}",add,30.0,block,-1,prefill_only,2.0,random_matched_norm,"random gaussian, unit norm (matched to probe by construction)",0.9999999999999999,pk000000,0a5854a70be89ac4,random_matched_norm,,45.933837890625,-0.08497682115020638,0.04354088601876212
forced_choice_positive_probability,0.38977379260506606, No,False,0.9879755076353152,"{' Yes': 0.38977379260506606, ' No': 0.6102262073949338}",add,30.0,block,-1,prefill_only,4.0,random_matched_norm,"random gaussian, unit norm (matched to probe by construction)",0.9999999999999999,pk000000,0a5854a70be89ac4,random_matched_norm,,45.933837890625,-0.08497682115020638,0.08708177203752424
forced_choice_positive_probability,0.3410151856334315, No,False,0.9868052429611771,"{' Yes': 0.3410151856334315, ' No': 0.6589848143665684}",add,30.0,block,-1,prefill_only,0.5,orthogonal,random vector orthogonalised against the probe direction,1.0,pk000000,0a5854a70be89ac4,orthogonal,,45.933837890625,-0.08497682115020638,0.010885221504690531
forced_choice_positive_probability,0.34222323376384145, No,False,0.9867709905320557,"{' Yes': 0.34222323376384145, ' No': 0.6577767662361584}",add,30.0,block,-1,prefill_only,1.0,orthogonal,random vector orthogonalised against the probe direction,1.0,pk000000,0a5854a70be89ac4,orthogonal,,45.933837890625,-0.08497682115020638,0.021770443009381062
forced_choice_positive_probability,0.3444843561372984, No,False,0.9866899986389277,"{' Yes': 0.3444843561372984, ' No': 0.6555156438627017}",add,30.0,block,-1,prefill_only,2.0,orthogonal,random vector orthogonalised against the probe direction,1.0,pk000000,0a5854a70be89ac4,orthogonal,,45.933837890625,-0.08497682115020638,0.043540886018762125
forced_choice_positive_probability,0.3482571328487606, No,False,0.9864850975033443,"{' Yes': 0.3482571328487606, ' No': 0.6517428671512395}",add,30.0,block,-1,prefill_only,4.0,orthogonal,random vector orthogonalised against the probe direction,1.0,pk000000,0a5854a70be89ac4,orthogonal,,45.933837890625,-0.08497682115020638,0.08708177203752425
forced_choice_positive_probability,0.3433129114863985, No,False,0.9868691185689871,"{' Yes': 0.3433129114863985, ' No': 0.6566870885136015}",add,30.0,block,-1,prefill_only,0.5,shuffled_label,probe refit on permuted training labels,1.0,pk000000,0a5854a70be89ac4,shuffled_label,,45.933837890625,-0.08497682115020638,0.010885221504690531
forced_choice_positive_probability,0.3468424063268983, No,False,0.9868994222079956,"{' Yes': 0.3468424063268983, ' No': 0.6531575936731017}",add,30.0,block,-1,prefill_only,1.0,shuffled_label,probe refit on permuted training labels,1.0,pk000000,0a5854a70be89ac4,shuffled_label,,45.933837890625,-0.08497682115020638,0.021770443009381062
forced_choice_positive_probability,0.353786571929197, No,False,0.9869498962283757,"{' Yes': 0.353786571929197, ' No': 0.6462134280708031}",add,30.0,block,-1,prefill_only,2.0,shuffled_label,probe refit on permuted training labels,1.0,pk000000,0a5854a70be89ac4,shuffled_label,,45.933837890625,-0.08497682115020638,0.043540886018762125
forced_choice_positive_probability,0.3672662911423242, No,False,0.9870108276712533,"{' Yes': 0.3672662911423242, ' No': 0.6327337088576759}",add,30.0,block,-1,prefill_only,4.0,shuffled_label,probe refit on permuted training labels,1.0,pk000000,0a5854a70be89ac4,shuffled_label,,45.933837890625,-0.08497682115020638,0.08708177203752425
forced_choice_positive_probability,0.31890921861916993, No,False,0.9885427228353032,"{' Yes': 0.31890921861916993, ' No': 0.6810907813808301}",add,0.0,block,-1,prefill_only,0.5,probe,"logistic probe weights, train partition only",1.0,pk000000,0a5854a70be89ac4,wrong_layer,probe direction applied at a different layer,45.933837890625,-0.08497682115020638,0.010885221504690531
forced_choice_positive_probability,0.3484827310446144, No,False,0.9875218802349931,"{' Yes': 0.3484827310446144, ' No': 0.6515172689553856}",add,0.0,block,-1,prefill_only,1.0,probe,"logistic probe weights, train partition only",1.0,pk000000,0a5854a70be89ac4,wrong_layer,probe direction applied at a different layer,45.933837890625,-0.08497682115020638,0.021770443009381062
forced_choice_positive_probability,0.37828278234052076, No,False,0.9889292678454116,"{' Yes': 0.37828278234052076, ' No': 0.6217172176594793}",add,0.0,block,-1,prefill_only,2.0,probe,"logistic probe weights, train partition only",1.0,pk000000,0a5854a70be89ac4,wrong_layer,probe direction applied at a different layer,45.933837890625,-0.08497682115020638,0.043540886018762125
forced_choice_positive_probability,0.592342166544329, Yes,True,0.04634764551142505,"{' Yes': 0.592342166544329, ' No': 0.4076578334556709}",add,0.0,block,-1,prefill_only,4.0,probe,"logistic probe weights, train partition only",1.0,pk000000,0a5854a70be89ac4,wrong_layer,probe direction applied at a different layer,45.933837890625,-0.08497682115020638,0.08708177203752425
forced_choice_positive_probability,0.33968941262675134, No,False,0.9868430230595937,"{' Yes': 0.33968941262675134, ' No': 0.6603105873732487}",add,30.0,block,0,prefill_only,0.5,probe,"logistic probe weights, train partition only",1.0,pk000000,0a5854a70be89ac4,wrong_token_position,probe direction applied away from the decision position,45.933837890625,-0.08497682115020638,0.010885221504690531
forced_choice_positive_probability,0.3396192604673107, No,False,0.9868493265045277,"{' Yes': 0.3396192604673107, ' No': 0.6603807395326893}",add,30.0,block,0,prefill_only,1.0,probe,"logistic probe weights, train partition only",1.0,pk000000,0a5854a70be89ac4,wrong_token_position,probe direction applied away from the decision position,45.933837890625,-0.08497682115020638,0.021770443009381062
forced_choice_positive_probability,0.3394524542735064, No,False,0.9868633413845368,"{' Yes': 0.3394524542735064, ' No': 0.6605475457264937}",add,30.0,block,0,prefill_only,2.0,probe,"logistic probe weights, train partition only",1.0,pk000000,0a5854a70be89ac4,wrong_token_position,probe direction applied away from the decision position,45.933837890625,-0.08497682115020638,0.043540886018762125
forced_choice_positive_probability,0.3391488649153774, No,False,0.9868898949832919,"{' Yes': 0.3391488649153774, ' No': 0.6608511350846226}",add,30.0,block,0,prefill_only,4.0,probe,"logistic probe weights, train partition only",1.0,pk000000,0a5854a70be89ac4,wrong_token_position,probe direction applied away from the decision position,45.933837890625,-0.08497682115020638,0.08708177203752425
forced_choice_positive_probability,0.31175334554999923, No,False,0.9785749082333745,"{' Yes': 0.31175334554999923, ' No': 0.6882466544500008}",replace,30.0,block,-1,prefill_only,0.0,mismatched_prompt_activation,hidden state from a different held-out prompt,46.32673263549805,pk000000,0a5854a70be89ac4,activation_patch_mismatched_prompt,true patching: activation replaced with one from a different prompt,45.933837890625,-0.08497682115020638,
forced_choice_positive_probability,0.3357841915163308, No,False,0.986824532623491,"{' Yes': 0.3357841915163308, ' No': 0.6642158084836692}",add,30.0,block,-1,prefill_only,0.5,nuisance_made_hand,probe fit to predict made_hand != 'pair',1.0,pk000000,0a5854a70be89ac4,nuisance_steering_nuisance_made_hand,"a strategy direction, for comparison with the probe direction",45.933837890625,-0.08497682115020638,0.010885221504690531
forced_choice_positive_probability,0.3317951501573139, No,False,0.9868094117111244,"{' Yes': 0.3317951501573139, ' No': 0.668204849842686}",add,30.0,block,-1,prefill_only,1.0,nuisance_made_hand,probe fit to predict made_hand != 'pair',1.0,pk000000,0a5854a70be89ac4,nuisance_steering_nuisance_made_hand,"a strategy direction, for comparison with the probe direction",45.933837890625,-0.08497682115020638,0.021770443009381062
forced_choice_positive_probability,0.32374203919257255, No,False,0.9867666264097825,"{' Yes': 0.32374203919257255, ' No': 0.6762579608074275}",add,30.0,block,-1,prefill_only,2.0,nuisance_made_hand,probe fit to predict made_hand != 'pair',1.0,pk000000,0a5854a70be89ac4,nuisance_steering_nuisance_made_hand,"a strategy direction, for comparison with the probe direction",45.933837890625,-0.08497682115020638,0.043540886018762125
forced_choice_positive_probability,0.3074579214416038, No,False,0.9866280515483508,"{' Yes': 0.3074579214416038, ' No': 0.6925420785583962}",add,30.0,block,-1,prefill_only,4.0,nuisance_made_hand,probe fit to predict made_hand != 'pair',1.0,pk000000,0a5854a70be89ac4,nuisance_steering_nuisance_made_hand,"a strategy direction, for comparison with the probe direction",45.933837890625,-0.08497682115020638,0.08708177203752425
forced_choice_positive_probability,0.30930478698254554, No,False,0.9779062955759775,"{' Yes': 0.30930478698254554, ' No': 0.6906952130174545}",none,,block,-1,prefill_only,0.0,none,none,,pk000002,e4b58b708a422d23,baseline,no intervention,46.32673263549805,-0.041951352225866406,
forced_choice_positive_probability,0.3069127556265565, No,False,0.9781385500209334,"{' Yes': 0.3069127556265565, ' No': 0.6930872443734435}",add,30.0,block,-1,prefill_only,0.5,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,positive_steering,adds the probe direction,46.32673263549805,-0.041951352225866406,0.010792904475565647
forced_choice_positive_probability,0.30449793052794766, No,False,0.9783649691472946,"{' Yes': 0.30449793052794766, ' No': 0.6955020694720523}",add,30.0,block,-1,prefill_only,1.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,positive_steering,adds the probe direction,46.32673263549805,-0.041951352225866406,0.021585808951131293
forced_choice_positive_probability,0.2996692958700662, No,False,0.9788025445455245,"{' Yes': 0.2996692958700662, ' No': 0.7003307041299338}",add,30.0,block,-1,prefill_only,2.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,positive_steering,adds the probe direction,46.32673263549805,-0.041951352225866406,0.043171617902262586
forced_choice_positive_probability,0.289932506108266, No,False,0.9796144232763846,"{' Yes': 0.289932506108266, ' No': 0.7100674938917341}",add,30.0,block,-1,prefill_only,4.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,positive_steering,adds the probe direction,46.32673263549805,-0.041951352225866406,0.08634323580452517
forced_choice_positive_probability,0.31168377144373527, No,False,0.9776697673466037,"{' Yes': 0.31168377144373527, ' No': 0.6883162285562647}",add,30.0,block,-1,prefill_only,0.5,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,negative_steering,subtracts the probe direction,46.32673263549805,-0.041951352225866406,0.010792904475565647
forced_choice_positive_probability,0.31404395800692636, No,False,0.9774287315045755,"{' Yes': 0.31404395800692636, ' No': 0.6859560419930737}",add,30.0,block,-1,prefill_only,1.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,negative_steering,subtracts the probe direction,46.32673263549805,-0.041951352225866406,0.021585808951131293
forced_choice_positive_probability,0.31871621746490303, No,False,0.9769306122576791,"{' Yes': 0.31871621746490303, ' No': 0.681283782535097}",add,30.0,block,-1,prefill_only,2.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,negative_steering,subtracts the probe direction,46.32673263549805,-0.041951352225866406,0.043171617902262586
forced_choice_positive_probability,0.3278456596999392, No,False,0.9758732999659856,"{' Yes': 0.3278456596999392, ' No': 0.6721543403000607}",add,30.0,block,-1,prefill_only,4.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,negative_steering,subtracts the probe direction,46.32673263549805,-0.041951352225866406,0.08634323580452517
forced_choice_positive_probability,0.31500458486234195, No,False,0.9781281294138369,"{' Yes': 0.31500458486234195, ' No': 0.6849954151376582}",add,30.0,block,-1,prefill_only,0.5,random_matched_norm,"random gaussian, unit norm (matched to probe by construction)",0.9999999999999999,pk000002,e4b58b708a422d23,random_matched_norm,,46.32673263549805,-0.041951352225866406,0.010792904475565647
forced_choice_positive_probability,0.3207290507367776, No,False,0.9783442649069225,"{' Yes': 0.3207290507367776, ' No': 0.6792709492632224}",add,30.0,block,-1,prefill_only,1.0,random_matched_norm,"random gaussian, unit norm (matched to probe by construction)",0.9999999999999999,pk000002,e4b58b708a422d23,random_matched_norm,,46.32673263549805,-0.041951352225866406,0.021585808951131293
forced_choice_positive_probability,0.33223932267315825, No,False,0.9787604973263603,"{' Yes': 0.33223932267315825, ' No': 0.6677606773268419}",add,30.0,block,-1,prefill_only,2.0,random_matched_norm,"random gaussian, unit norm (matched to probe by construction)",0.9999999999999999,pk000002,e4b58b708a422d23,random_matched_norm,,46.32673263549805,-0.041951352225866406,0.043171617902262586
forced_choice_positive_probability,0.3554383428104847, No,False,0.9795304665628015,"{' Yes': 0.3554383428104847, ' No': 0.6445616571895153}",add,30.0,block,-1,prefill_only,4.0,random_matched_norm,"random gaussian, unit norm (matched to probe by construction)",0.9999999999999999,pk000002,e4b58b708a422d23,random_matched_norm,,46.32673263549805,-0.041951352225866406,0.08634323580452517
forced_choice_positive_probability,0.3106175997731986, No,False,0.9778933267822035,"{' Yes': 0.3106175997731986, ' No': 0.6893824002268014}",add,30.0,block,-1,prefill_only,0.5,orthogonal,random vector orthogonalised against the probe direction,1.0,pk000002,e4b58b708a422d23,orthogonal,,46.32673263549805,-0.041951352225866406,0.010792904475565647
forced_choice_positive_probability,0.3118609940219677, No,False,0.9778739346838159,"{' Yes': 0.3118609940219677, ' No': 0.6881390059780322}",add,30.0,block,-1,prefill_only,1.0,orthogonal,random vector orthogonalised against the probe direction,1.0,pk000002,e4b58b708a422d23,orthogonal,,46.32673263549805,-0.041951352225866406,0.021585808951131293
forced_choice_positive_probability,0.31420053151122307, No,False,0.9778210954186792,"{' Yes': 0.31420053151122307, ' No': 0.6857994684887768}",add,30.0,block,-1,prefill_only,2.0,orthogonal,random vector orthogonalised against the probe direction,1.0,pk000002,e4b58b708a422d23,orthogonal,,46.32673263549805,-0.041951352225866406,0.043171617902262586
forced_choice_positive_probability,0.3181962461804099, No,False,0.9776593147293597,"{' Yes': 0.3181962461804099, ' No': 0.68180375381959}",add,30.0,block,-1,prefill_only,4.0,orthogonal,random vector orthogonalised against the probe direction,1.0,pk000002,e4b58b708a422d23,orthogonal,,46.32673263549805,-0.041951352225866406,0.08634323580452517
forced_choice_positive_probability,0.3128626556697966, No,False,0.9779523827093396,"{' Yes': 0.3128626556697966, ' No': 0.6871373443302035}",add,30.0,block,-1,prefill_only,0.5,shuffled_label,probe refit on permuted training labels,1.0,pk000002,e4b58b708a422d23,shuffled_label,,46.32673263549805,-0.041951352225866406,0.010792904475565647
forced_choice_positive_probability,0.31639401178882937, No,False,0.977995068205872,"{' Yes': 0.31639401178882937, ' No': 0.6836059882111706}",add,30.0,block,-1,prefill_only,1.0,shuffled_label,probe refit on permuted training labels,1.0,pk000002,e4b58b708a422d23,shuffled_label,,46.32673263549805,-0.041951352225866406,0.021585808951131293
forced_choice_positive_probability,0.3233717481134035, No,False,0.9780684736199075,"{' Yes': 0.3233717481134035, ' No': 0.6766282518865965}",add,30.0,block,-1,prefill_only,2.0,shuffled_label,probe refit on permuted training labels,1.0,pk000002,e4b58b708a422d23,shuffled_label,,46.32673263549805,-0.041951352225866406,0.043171617902262586
forced_choice_positive_probability,0.33693461211660714, No,False,0.9781667858967666,"{' Yes': 0.33693461211660714, ' No': 0.6630653878833929}",add,30.0,block,-1,prefill_only,4.0,shuffled_label,probe refit on permuted training labels,1.0,pk000002,e4b58b708a422d23,shuffled_label,,46.32673263549805,-0.041951352225866406,0.08634323580452517
forced_choice_positive_probability,0.2883009531692337, No,False,0.9807765964168638,"{' Yes': 0.2883009531692337, ' No': 0.7116990468307663}",add,0.0,block,-1,prefill_only,0.5,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,wrong_layer,probe direction applied at a different layer,46.32673263549805,-0.041951352225866406,0.010792904475565647
forced_choice_positive_probability,0.30721185054060396, No,False,0.9785787155467043,"{' Yes': 0.30721185054060396, ' No': 0.692788149459396}",add,0.0,block,-1,prefill_only,1.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,wrong_layer,probe direction applied at a different layer,46.32673263549805,-0.041951352225866406,0.021585808951131293
forced_choice_positive_probability,0.341543041985086, No,False,0.9822488384204757,"{' Yes': 0.341543041985086, ' No': 0.6584569580149141}",add,0.0,block,-1,prefill_only,2.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,wrong_layer,probe direction applied at a different layer,46.32673263549805,-0.041951352225866406,0.043171617902262586
forced_choice_positive_probability,0.5208304882309565, Yes,True,0.04494916267267409,"{' Yes': 0.5208304882309565, ' No': 0.4791695117690436}",add,0.0,block,-1,prefill_only,4.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,wrong_layer,probe direction applied at a different layer,46.32673263549805,-0.041951352225866406,0.08634323580452517
forced_choice_positive_probability,0.3092249399036454, No,False,0.9779157149256896,"{' Yes': 0.3092249399036454, ' No': 0.6907750600963546}",add,30.0,block,0,prefill_only,0.5,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,wrong_token_position,probe direction applied away from the decision position,46.32673263549805,-0.041951352225866406,0.010792904475565647
forced_choice_positive_probability,0.30916097241477913, No,False,0.977924630747277,"{' Yes': 0.30916097241477913, ' No': 0.6908390275852209}",add,30.0,block,0,prefill_only,1.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,wrong_token_position,probe direction applied away from the decision position,46.32673263549805,-0.041951352225866406,0.021585808951131293
forced_choice_positive_probability,0.30900619231513005, No,False,0.9779434899183383,"{' Yes': 0.30900619231513005, ' No': 0.69099380768487}",add,30.0,block,0,prefill_only,2.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,wrong_token_position,probe direction applied away from the decision position,46.32673263549805,-0.041951352225866406,0.043171617902262586
forced_choice_positive_probability,0.3087016514689477, No,False,0.9779805005137352,"{' Yes': 0.3087016514689477, ' No': 0.6912983485310523}",add,30.0,block,0,prefill_only,4.0,probe,"logistic probe weights, train partition only",1.0,pk000002,e4b58b708a422d23,wrong_token_position,probe direction applied away from the decision position,46.32673263549805,-0.041951352225866406,0.08634323580452517
forced_choice_positive_probability,0.3689059940863274, No,False,0.972057773123862,"{' Yes': 0.3689059940863274, ' No': 0.6310940059136726}",replace,30.0,block,-1,prefill_only,0.0,mismatched_prompt_activation,hidden state from a different held-out prompt,46.115623474121094,pk000002,e4b58b708a422d23,activation_patch_mismatched_prompt,true patching: activation replaced with one from a different prompt,46.32673263549805,-0.041951352225866406,
forced_choice_positive_probability,0.3055876251450572, No,False,0.9778817275796932,"{' Yes': 0.3055876251450572, ' No': 0.6944123748549428}",add,30.0,block,-1,prefill_only,0.5,nuisance_made_hand,probe fit to predict made_hand != 'pair',1.0,pk000002,e4b58b708a422d23,nuisance_steering_nuisance_made_hand,"a strategy direction, for comparison with the probe direction",46.32673263549805,-0.041951352225866406,0.010792904475565647
forced_choice_positive_probability,0.30182848912190774, No,False,0.9778518892272345,"{' Yes': 0.30182848912190774, ' No': 0.6981715108780923}",add,30.0,block,-1,prefill_only,1.0,nuisance_made_hand,probe fit to predict made_hand != 'pair',1.0,pk000002,e4b58b708a422d23,nuisance_steering_nuisance_made_hand,"a strategy direction, for comparison with the probe direction",46.32673263549805,-0.041951352225866406,0.021585808951131293
forced_choice_positive_probability,0.2942668594445041, No,False,0.9777747130791103,"{' Yes': 0.2942668594445041, ' No': 0.705733140555496}",add,30.0,block,-1,prefill_only,2.0,nuisance_made_hand,probe fit to predict made_hand != 'pair',1.0,pk000002,e4b58b708a422d23,nuisance_steering_nuisance_made_hand,"a strategy direction, for comparison with the probe direction",46.32673263549805,-0.041951352225866406,0.043171617902262586
forced_choice_positive_probability,0.2790128153307686, No,False,0.9775427816475444,"{' Yes': 0.2790128153307686, ' No': 0.7209871846692313}",add,30.0,block,-1,prefill_only,4.0,nuisance_made_hand,probe fit to predict made_hand != 'pair',1.0,pk000002,e4b58b708a422d23,nuisance_steering_nuisance_made_hand,"a strategy direction, for comparison with the probe direction",46.32673263549805,-0.041951352225866406,0.08634323580452517
forced_choice_positive_probability,0.36769277121872485, No,False,0.9713920621577052,"{' Yes': 0.36769277121872485, ' No': 0.6323072287812751}",none,,block,-1,prefill_only,0.0,none,none,,pk000003,3c1d60806b9b9a5a,baseline,no intervention,46.115623474121094,0.02833344430698813,
forced_choice_positive_probability,0.3651329826765833, No,False,0.9716236528282849,"{' Yes': 0.3651329826765833, ' No': 0.6348670173234168}",add,30.0,block,-1,prefill_only,0.5,probe,"logistic probe weights, train partition only",1.0,pk000003,3c1d60806b9b9a5a,positive_steering,adds the probe direction,46.115623474121094,0.02833344430698813,0.010842312481811878
forced_choice_positive_probability,0.3625552013225756, No,False,0.9718488794091045,"{' Yes': 0.3625552013225756, ' No': 0.6374447986774243}",add,30.0,block,-1,prefill_only,1.0,probe,"logistic probe weights, train partition only",1.0,pk000003,3c1d60806b9b9a5a,positive_steering,adds the probe direction,46.115623474121094,0.02833344430698813,0.021684624963623757
forced_choice_positive_probability,0.3573546131168044, No,False,0.9722832851604464,"{' Yes': 0.3573546131168044, ' No': 0.6426453868831956}",add,30.0,block,-1,prefill_only,2.0,probe,"logistic probe weights, train partition only",1.0,pk000003,3c1d60806b9b9a5a,positive_steering,adds the probe direction,46.115623474121094,0.02833344430698813,0.043369249927247513
forced_choice_positive_probability,0.3468458563515038, No,False,0.9730825877608127,"{' Yes': 0.3468458563515038, ' No': 0.6531541436484961}",add,30.0,block,-1,prefill_only,4.0,probe,"logistic probe weights, train partition only",1.0,pk000003,3c1d60806b9b9a5a,positive_steering,adds the probe direction,46.115623474121094,0.02833344430698813,0.08673849985449503
forced_choice_positive_probability,0.3702467252544441, No,False,0.9711550580267065,"{' Yes': 0.3702467252544441, ' No': 0.629753274745556}",add,30.0,block,-1,prefill_only,0.5,probe,"logistic probe weights, train partition only",1.0,pk000003,3c1d60806b9b9a5a,negative_steering,subtracts the probe direction,46.115623474121094,0.02833344430698813,0.010842312481811878
forced_choice_positive_probability,0.372786134678547, No,False,0.9709119126255803,"{' Yes': 0.372786134678547, ' No': 0.627213865321453}",add,30.0,block,-1,prefill_only,1.0,probe,"logistic probe weights, train partition only",1.0,pk000003,3c1d60806b9b9a5a,negative_steering,subtracts the probe direction,46.115623474121094,0.02833344430698813,0.021684624963623757
forced_choice_positive_probability,0.3777849874121928, No,False,0.9704113421831524,"{' Yes': 0.3777849874121928, ' No': 0.6222150125878072}",add,30.0,block,-1,prefill_only,2.0,probe,"logistic probe weights, train partition only",1.0,pk000003,3c1d60806b9b9a5a,negative_steering,subtracts the probe direction,46.115623474121094,0.02833344430698813,0.043369249927247513
forced_choice_positive_probability,0.38753639612659163, No,False,0.9693396866417441,"{' Yes': 0.38753639612659163, ' No': 0.6124636038734084}",add,30.0,block,-1,prefill_only,4.0,probe,"logistic probe weights, train partition only",1.0,pk000003,3c1d60806b9b9a5a,negative_steering,subtracts the probe direction,46.115623474121094,0.02833344430698813,0.08673849985449503
forced_choice_positive_probability,0.37392715732147563, No,False,0.9717531854943486,"{' Yes': 0.37392715732147563, ' No': 0.6260728426785244}",add,30.0,block,-1,prefill_only,0.5,random_matched_norm,"random gaussian, unit norm (matched to probe by construction)",0.9999999999999999,pk000003,3c1d60806b9b9a5a,random_matched_norm,,46.115623474121094,0.02833344430698813,0.010842312481811877
forced_choice_positive_probability,0.38014617337889134, No,False,0.9721063136930133,"{' Yes': 0.38014617337889134, ' No': 0.6198538266211087}",add,30.0,block,-1,prefill_only,1.0,random_matched_norm,"random gaussian, unit norm (matched to probe by construction)",0.9999999999999999,pk000003,3c1d60806b9b9a5a,random_matched_norm,,46.115623474121094,0.02833344430698813,0.021684624963623753
forced_choice_positive_probability,0.3925951460012237, No,False,0.9727851999592724,"{' Yes': 0.3925951460012237, ' No': 0.6074048539987763}",add,30.0,block,-1,prefill_only,2.0,random_matched_norm,"random gaussian, unit norm (matched to probe by construction)",0.9999999999999999,pk000003,3c1d60806b9b9a5a,random_matched_norm,,46.115623474121094,0.02833344430698813,0.04336924992724751
